"customer_number","customer_key","full_name","age","age_group","customer_segment","total_orders","total_products","total_quantity","total_sales","last_order_date","recency","lifespan","avg_order_value","avg_monthly_spending"
"AW00011264","265","Eduardo Martin","55","50+","New","2","8","8","3182","2013-11-30","3","10","1591","318.20"
"AW00011265","266","Elizabeth Jones","55","50+","New","1","3","3","2352","2013-01-03","2","0","2352","0.00"
"AW00011266","267","Taylor Howard","55","50+","VIP","2","5","5","5922","2013-01-20","1","16","2961","370.13"
"AW00011267","268","David Diaz","49","40-49","VIP","2","5","5","5943","2013-01-07","2","15","2971","396.20"
"AW00011268","269","Katelyn Carter","55","50+","New","2","5","5","98","2013-11-16","3","5","49","19.60"
"AW00011269","270","Ryan Foster","49","40-49","New","2","3","3","42","2013-09-10","5","0","21","0.00"
"AW00011270","271","Robert Lee","49","40-49","VIP","2","5","5","5984","2013-01-07","2","15","2992","398.93"
"AW00011271","272","Danielle Reed","55","50+","VIP","2","5","5","5973","2013-01-22","1","15","2986","398.20"
"AW00011272","273","Lauren Martinez","62","50+","VIP","2","4","4","5975","2013-01-13","1","15","2987","398.33"
"AW00011273","274","Nathan Lal","62","50+","New","2","8","8","273","2013-05-23","9","0","136","0.00"
"AW00011274","275","Kyle Foster","85","50+","VIP","2","4","4","5888","2013-02-24","0","17","2944","346.35"
"AW00011275","276","Jenny Rai","85","50+","VIP","2","4","4","5955","2013-01-12","1","16","2977","372.19"
"AW00011276","277","Nancy Chapman","50","50+","New","27","22","57","987","2014-01-22","1","11","36","89.73"
"AW00011277","278","Charles Jackson","56","50+","New","27","26","65","1434","2014-01-16","1","11","53","130.36"
"AW00011278","279","Jonathan Phillips","56","50+","VIP","2","3","3","5908","2013-01-03","2","15","2954","393.87"
"AW00011279","280","Amanda Cook","50","50+","New","2","3","4","44","2013-06-22","8","3","22","14.67"
"AW00011280","281","Robert Collins","56","50+","New","2","4","4","77","2013-08-08","6","1","38","77.00"
"AW00011281","282","Megan Barnes","50","50+","VIP","2","5","5","5921","2013-01-11","1","15","2960","394.73"
"AW00011282","283","Christian Thomas","57","50+","VIP","2","6","6","5999","2013-01-02","2","16","2999","374.94"
"AW00011283","284","Arturo Lal","56","50+","New","2","3","4","44","2013-08-28","6","2","22","22.00"
"AW00011284","285","Theresa Serrano","57","50+","New","2","3","5","55","2013-05-02","10","2","27","27.50"
"AW00011285","286","Jeremy Anderson","51","50+","New","2","5","5","128","2013-10-26","4","2","64","64.00"
"AW00011286","287","Hunter Griffin","57","50+","VIP","2","5","5","5954","2013-01-20","1","15","2977","396.93"
"AW00011287","288","Henry Garcia","58","50+","New","27","23","62","1165","2014-01-28","1","11","43","105.91"
"AW00011288","289","Cindy Sanchez","46","40-49","New","2","4","4","77","2013-08-21","6","5","38","15.40"
"AW00011289","290","Maria Carter","53","50+","VIP","2","5","5","5905","2013-01-16","1","16","2952","369.06"
"AW00011290","291","Katelyn Sanchez","52","50+","VIP","2","3","3","5933","2013-01-27","1","16","2966","370.81"
"AW00011291","292","Jenna Wright","52","50+","VIP","2","2","2","5873","2013-01-19","1","16","2936","367.06"
"AW00011292","293","Seth Phillips","57","50+","VIP","2","5","5","5910","2012-12-31","2","15","2955","394.00"
"AW00011293","294","Luke Long","64","50+","New","2","5","5","85","2013-03-15","11","0","42","0.00"
"AW00011294","295","Dalton Clark","64","50+","New","2","3","3","42","2014-01-03","2","3","21","14.00"
"AW00011295","296","Taylor Lewis","65","50+","VIP","2","5","5","6058","2013-01-09","1","15","3029","403.87"
"AW00011296","297","Haley Richardson","83","50+","VIP","2","4","4","5897","2013-01-29","1","16","2948","368.56"
"AW00011297","298","Noah Coleman","84","50+","VIP","2","5","5","5948","2013-02-20","0","16","2974","371.75"
"AW00011298","299","Jon Luo","84","50+","VIP","2","5","5","5922","2013-02-21","0","17","2961","348.35"
"AW00011299","300","Orlando Vazquez","83","50+","VIP","2","4","4","6015","2013-02-24","0","16","3007","375.94"
"AW00011300","301","Fernando Barnes","59","50+","New","27","28","67","1499","2013-12-31","2","11","55","136.27"
"AW00011301","302","Cameron Rodriguez","59","50+","New","2","5","5","131","2013-10-11","4","4","65","32.75"
"AW00011302","303","Spencer Russell","53","50+","VIP","2","5","5","5938","2013-02-02","1","16","2969","371.13"
"AW00011303","304","Julia Coleman","58","50+","VIP","2","3","3","5875","2013-02-23","0","17","2937","345.59"
"AW00011304","305","Julia Garcia","53","50+","New","2","5","5","122","2013-04-22","10","1","61","122.00"
"AW00011305","306","Sean Evans","59","50+","New","2","4","4","77","2013-08-04","7","4","38","19.25"
"AW00011306","307","Micah Zhou","59","50+","New","2","3","3","42","2013-09-07","6","2","21","21.00"
"AW00011307","308","Hunter Rodriguez","59","50+","VIP","2","5","5","5964","2013-02-08","0","17","2982","350.82"
"AW00011308","309","Ian Gonzales","65","50+","New","2","4","4","94","2014-01-15","1","4","47","23.50"
"AW00011309","310","Victoria Lewis","65","50+","New","2","3","3","42","2014-01-05","2","5","21","8.40"
"AW00011310","311","Erin Sanders","60","50+","New","2","4","4","77","2013-12-24","2","4","38","19.25"
"AW00011311","312","Gabrielle Lopez","66","50+","New","2","4","4","77","2013-09-13","5","4","38","19.25"
"AW00011312","313","Sara Richardson","66","50+","New","2","3","3","42","2013-06-02","9","0","21","0.00"
"AW00011313","314","Trevor Jenkins","66","50+","New","2","3","4","44","2013-11-26","3","6","22","7.33"
"AW00011314","315","Mya Flores","54","50+","New","2","3","4","47","2013-12-03","3","9","23","5.22"
"AW00011315","316","Hailey Ward","65","50+","New","2","3","3","42","2013-12-17","2","6","21","7.00"
"AW00011316","317","Luke Allen","65","50+","New","1","2","2","2350","2013-01-12","1","0","2350","0.00"
"AW00011317","318","Victoria Russell","61","50+","VIP","2","2","2","5873","2013-02-18","0","17","2936","345.47"
"AW00011318","319","Jessica Wilson","66","50+","New","2","3","4","44","2013-11-08","3","0","22","0.00"
"AW00011319","320","Jade Bailey","76","50+","VIP","2","4","4","5930","2013-02-24","0","17","2965","348.82"
"AW00011320","321","Morgan Hill","82","50+","New","2","5","5","72","2013-08-19","6","2","36","36.00"
"AW00011321","322","Terrance Raman","81","50+","New","2","2","2","37","2013-05-28","9","3","18","12.33"
"AW00011322","323","Sydney Garcia","81","50+","New","2","3","4","44","2013-05-21","9","1","22","44.00"
"AW00011323","324","Jose Patterson","81","50+","VIP","2","6","6","6074","2013-01-30","1","16","3037","379.63"
"AW00011324","325","Zachary Anderson","80","50+","VIP","2","4","4","5945","2013-02-05","1","16","2972","371.56"
"AW00011325","326","Elijah Ross","80","50+","VIP","2","7","7","6044","2013-01-31","1","16","3022","377.75"
"AW00011326","327","Rafael Xie","80","50+","VIP","2","5","5","5948","2013-02-20","0","17","2974","349.88"
"AW00011327","328","Jaime Moreno","79","50+","VIP","2","5","5","5915","2013-02-01","1","16","2957","369.69"
"AW00011328","329","Julian Griffin","79","50+","New","2","4","4","4718","2013-04-07","11","3","2359","1572.67"
"AW00011329","330","Andy Alvarez","79","50+","VIP","2","2","2","5898","2013-02-10","0","16","2949","368.63"
"AW00011330","331","Ryan Thompson","79","50+","New","27","24","57","1134","2014-01-22","1","11","42","103.09"
"AW00011331","332","Samantha Jenkins","51","50+","New","27","24","58","1327","2014-01-24","1","11","49","120.64"
"AW00011332","333","Deanna Ramos","56","50+","VIP","2","3","3","5755","2013-01-06","2","14","2877","411.07"
"AW00011333","334","Emily Miller","57","50+","VIP","3","6","6","8163","2013-07-14","7","27","2721","302.33"
"AW00011334","335","Nicole Brown","58","50+","VIP","3","6","6","8154","2013-07-27","7","28","2718","291.21"
"AW00011335","336","Carla Raman","47","40-49","VIP","2","4","4","5744","2013-01-04","2","14","2872","410.29"
"AW00011336","337","Shaun Raji","51","50+","New","2","5","5","4441","2013-01-05","2","3","2220","1480.33"
"AW00011337","338","Jerome Romero","57","50+","VIP","3","7","8","8162","2013-07-19","7","28","2720","291.50"
"AW00011338","339","Frank Navarro","52","50+","VIP","2","5","5","5745","2012-12-30","2","14","2872","410.36"
"AW00011339","340","Dennis She","58","50+","New","2","3","3","4379","2013-01-25","1","3","2189","1459.67"
"AW00011340","341","Melody Munoz","77","50+","New","2","5","5","4413","2013-01-02","2","2","2206","2206.50"
"AW00011341","342","Randy Zeng","83","50+","VIP","3","8","8","8192","2013-07-19","7","27","2730","303.41"
"AW00011342","343","Marshall Wang","52","50+","New","1","3","3","49","2013-07-12","7","0","49","0.00"
"AW00011343","344","Arthur Carlson","49","40-49","VIP","3","9","9","8222","2013-07-24","7","27","2740","304.52"
"AW00011344","345","Jessie Jimenez","62","50+","VIP","3","7","7","8119","2013-07-23","7","26","2706","312.27"
"AW00011345","346","Robin Ramos","62","50+","New","2","3","3","4404","2012-12-31","2","2","2202","2202.00"
"AW00011346","347","Deanna Gutierrez","58","50+","New","2","7","7","4503","2013-02-11","0","4","2251","1125.75"
"AW00011347","348","Roy Navarro","52","50+","New","1","2","2","14","2013-03-16","11","0","14","0.00"
"AW00011348","349","Shawn Rai","63","50+","New","1","3","3","68","2013-03-31","11","0","68","0.00"
"AW00011349","350","Mindy Luo","59","50+","New","1","3","3","68","2014-01-13","1","0","68","0.00"
"AW00011350","351","Cara Zhou","82","50+","New","1","3","3","38","2013-02-05","1","0","38","0.00"
"AW00011351","352","Anne Ramos","74","50+","VIP","3","5","5","8068","2013-08-28","6","26","2689","310.31"
"AW00011352","353","Raymond Rodriguez","79","50+","New","1","2","2","14","2013-05-01","10","0","14","0.00"
"AW00011353","354","Carrie Ortega","78","50+","VIP","3","6","6","8078","2013-08-08","6","25","2692","323.12"
"AW00011354","355","Deanna Suarez","77","50+","New","1","3","3","23","2013-12-03","3","0","23","0.00"
"AW00011355","356","Roberto Gutierrez","76","50+","New","1","2","2","14","2013-09-26","5","0","14","0.00"
"AW00011356","357","Terrence Carson","39","30-39","VIP","3","8","8","5069","2013-10-31","4","29","1689","174.79"
"AW00011357","358","Ramon Ye","40","40-49","Regular","3","5","5","4943","2013-10-29","4","28","1647","176.54"
"AW00011358","359","Cynthia Malhotra","40","40-49","VIP","3","8","8","5034","2013-11-14","3","28","1678","179.79"
"AW00011359","360","Jarrod Prasad","41","40-49","Regular","3","8","8","4959","2013-12-04","3","29","1653","171.00"
"AW00011360","361","Tyrone Serrano","41","40-49","VIP","3","6","6","5025","2013-12-22","2","29","1675","173.28"
"AW00011361","362","Cindy Ramos","42","40-49","New","2","4","4","115","2013-11-24","3","1","57","115.00"
"AW00011362","363","Damien Shan","41","40-49","New","2","3","3","77","2013-09-24","5","5","38","15.40"
"AW00011363","364","Julian Ross","41","40-49","VIP","3","5","5","5035","2013-12-18","2","30","1678","167.83"
"AW00011364","365","Jennifer Collins","39","30-39","Regular","3","4","4","4921","2013-12-26","2","30","1640","164.03"
"AW00011365","366","Brittney Sun","40","40-49","VIP","3","7","7","5024","2013-12-22","2","30","1674","167.47"
"AW00011366","367","Virginia Patel","39","30-39","New","2","3","3","77","2013-08-15","6","1","38","77.00"
"AW00011367","368","Calvin Nara","40","40-49","New","2","4","4","86","2013-11-25","3","4","43","21.50"
"AW00011368","369","Edward Miller","40","40-49","VIP","3","11","11","5105","2013-12-01","3","29","1701","176.03"
"AW00011369","370","Ashlee Tang","41","40-49","New","2","4","4","119","2013-12-27","2","5","59","23.80"
"AW00011370","371","Alicia Xu","41","40-49","New","2","3","3","80","2013-10-01","5","2","40","40.00"
"AW00011371","372","Lacey Jai","41","40-49","New","2","2","2","75","2013-12-28","2","1","37","75.00"
"AW00011372","373","Wendy Romero","41","40-49","Regular","3","5","5","4965","2013-12-14","2","30","1655","165.50"
"AW00011373","374","Carly Luo","70","50+","New","1","3","3","38","2013-08-27","6","0","38","0.00"
"AW00011374","375","Jimmy Ortega","76","50+","New","1","3","3","69","2013-04-15","10","0","69","0.00"
"AW00011375","376","Francisco Martinez","76","50+","New","1","2","2","14","2013-10-17","4","0","14","0.00"
"AW00011376","377","Lance Vazquez","76","50+","New","1","2","2","78","2013-10-15","4","0","78","0.00"
"AW00011377","378","David Robinett","58","50+","New","1","3","3","84","2013-02-28","0","0","84","0.00"
"AW00011378","379","Shannon Liang","59","50+","New","2","4","4","4436","2013-02-14","0","3","2218","1478.67"
"AW00011379","380","Gary Vazquez","48","40-49","New","2","4","4","4426","2013-02-26","0","4","2213","1106.50"
"AW00011380","381","Mitchell Kumar","60","50+","VIP","2","6","6","5838","2013-02-03","1","15","2919","389.20"
"AW00011381","382","Meredith Raman","54","50+","VIP","3","5","5","8161","2013-08-18","6","26","2720","313.88"
"AW00011382","383","Edward Patterson","50","50+","New","2","2","2","4344","2013-02-16","0","3","2172","1448.00"
"AW00011383","384","Marie Gill","59","50+","New","1","3","3","49","2014-01-01","2","0","49","0.00"
"AW00011384","385","Tiffany Wang","53","50+","New","1","3","3","49","2013-08-02","7","0","49","0.00"
"AW00011385","386","Miguel Allen","53","50+","New","1","2","2","14","2013-07-06","8","0","14","0.00"
"AW00011386","387","Jaclyn Cai","53","50+","New","1","3","3","69","2013-11-02","4","0","69","0.00"
"AW00011387","388","Megan Ramirez","60","50+","VIP","3","6","6","6959","2013-04-01","11","20","2319","347.95"
"AW00011388","389","Joseph Martin","60","50+","VIP","3","7","7","6987","2013-04-26","10","21","2329","332.71"
"AW00011389","390","Karl Shan","43","40-49","New","1","3","3","69","2013-11-17","3","0","69","0.00"
"AW00011390","391","Christine Raji","48","40-49","New","1","3","3","49","2013-11-07","4","0","49","0.00"
"AW00011391","392","Lindsay Xie","48","40-49","New","1","2","2","34","2013-10-26","4","0","34","0.00"
"AW00011392","393","Willie Zhao","44","40-49","New","1","1","1","29","2013-03-29","11","0","29","0.00"
"AW00011393","394","Kurt Pal","50","50+","New","1","2","2","14","2013-07-16","7","0","14","0.00"
"AW00011394","395","George McDonald","49","40-49","VIP","3","7","7","8162","2013-08-02","7","24","2720","340.08"
"AW00011395","396","Beth Gutierrez","48","40-49","VIP","2","3","3","5730","2013-02-20","0","15","2865","382.00"
"AW00011396","397","Ian Lopez","49","40-49","New","1","1","1","29","2013-10-26","4","0","29","0.00"
"AW00011397","398","Latoya Shan","50","50+","New","1","3","3","38","2013-07-07","8","0","38","0.00"
"AW00011398","399","Colin Nath","49","40-49","VIP","3","4","4","8114","2013-08-02","7","24","2704","338.08"
"AW00011399","400","Brenda Mehta","50","50+","New","1","2","2","14","2013-04-13","10","0","14","0.00"
"AW00011400","401","Franklin Raji","44","40-49","VIP","3","7","8","6968","2013-07-19","7","24","2322","290.33"
"AW00011401","402","Linda Navarro","50","50+","New","3","6","6","5020","2013-03-08","11","4","1673","1255.00"
"AW00011402","403","Kelli Cai","49","40-49","New","3","9","10","5059","2013-04-02","11","4","1686","1264.75"
"AW00011403","404","Nancy Schmidt","45","40-49","New","3","9","9","5032","2013-05-28","9","7","1677","718.86"
"AW00011404","405","Megan Taylor","67","50+","New","1","2","2","34","2013-02-10","0","0","34","0.00"
"AW00011405","406","Bonnie Goel","67","50+","New","1","1","1","54","2013-03-31","11","0","54","0.00"
"AW00011406","407","Latoya Xu","67","50+","New","2","6","6","4415","2013-02-09","0","3","2207","1471.67"
"AW00011407","408","Mario She","67","50+","New","1","1","1","54","2013-06-23","8","0","54","0.00"
"AW00011408","409","Darren Gill","60","50+","New","1","3","3","34","2013-03-05","0","0","34","0.00"
"AW00011409","410","Jacqueline Hayes","46","40-49","New","2","5","5","4444","2013-01-28","1","2","2222","2222.00"
"AW00011410","411","Maurice Goel",NULL,"50+","New","2","5","5","4464","2013-02-04","1","2","2232","2232.00"
"AW00011411","412","Devin Ross","65","50+","New","1","3","3","38","2013-08-04","7","0","38","0.00"
"AW00011412","413","Sydney Bryant","65","50+","VIP","4","10","11","9880","2013-10-11","4","23","2470","429.57"
"AW00011413","414","Megan Stewart","65","50+","VIP","4","10","11","7190","2013-09-05","6","24","1797","299.58"
"AW00011414","415","Ian Richardson","65","50+","VIP","4","10","10","7191","2013-09-15","5","25","1797","287.64"
"AW00011415","416","Randy She","75","50+","New","1","2","2","14","2013-08-16","6","0","14","0.00"
"AW00011416","417","Katrina Becker","74","50+","New","3","4","5","4928","2013-05-05","10","5","1642","985.60"
"AW00011417","418","Lacey Zheng","74","50+","VIP","7","14","17","11248","2013-12-15","2","13","1606","865.23"
